State,ElectionDate,MapType,DemocratDistricts,RepublicanDistricts
SD,2008,Proportional,0,1
SD,2008,algorithmic-compact,0,1
SD,2008,current,0,1
SD,2012,Compact,0,1
SD,2012,Competitive,0,1
SD,2012,Dem,0,1
SD,2012,GOP,0,1
SD,2012,MajMin,0,1
SD,2012,Proportional,0,1
SD,2012,algorithmic-compact,0,1
SD,2012,current,0,1
SD,2016,Compact,0,1
SD,2016,Competitive,0,1
SD,2016,Dem,0,1
SD,2016,GOP,0,1
SD,2016,MajMin,0,1
SD,2016,Proportional,0,1
SD,2016,algorithmic-compact,0,1
SD,2016,current,0,1
TN,2008,Compact,2,7
TN,2008,Competitive,2,7
TN,2008,Dem,2,7
TN,2008,GOP,1,8
TN,2008,MajMin,2,7
TN,2008,Proportional,3,6
TN,2008,algorithmic-compact,2,7
TN,2008,current,2,7
TN,2012,Compact,2,7
TN,2012,Competitive,2,7
TN,2012,Dem,2,7
TN,2012,GOP,1,8
TN,2012,MajMin,2,7
TN,2012,Proportional,2,7
TN,2012,algorithmic-compact,2,7
TN,2012,current,2,7
TN,2016,Compact,2,7
TN,2016,Competitive,2,7
TN,2016,Dem,2,7
TN,2016,GOP,1,8
TN,2016,MajMin,2,7
TN,2016,Proportional,2,7
TN,2016,algorithmic-compact,2,7
TN,2016,current,2,7
TX,2008,Compact,13,23
TX,2008,Competitive,13,23
TX,2008,Dem,17,19
TX,2008,GOP,10,26
TX,2008,MajMin,14,22
TX,2008,Proportional,13,23
TX,2008,algorithmic-compact,11,25
TX,2008,current,11,25
TX,2012,Compact,13,23
TX,2012,Competitive,13,23
TX,2012,Dem,17,19
TX,2012,GOP,9,27
TX,2012,MajMin,13,23
TX,2012,Proportional,13,23
TX,2012,algorithmic-compact,11,25
TX,2012,current,11,25
TX,2016,Compact,17,19
TX,2016,Competitive,18,18
TX,2016,Dem,19,17
TX,2016,GOP,10,26
TX,2016,MajMin,19,17
TX,2016,Proportional,17,19
TX,2016,algorithmic-compact,15,21
TX,2016,current,15,21
UT,2008,Compact,1,3
UT,2008,Competitive,1,3
UT,2008,Dem,1,3
UT,2008,GOP,0,4
UT,2008,MajMin,1,3
UT,2008,Proportional,1,3
UT,2008,algorithmic-compact,0,4
UT,2008,current,0,4
UT,2012,Compact,0,4
UT,2012,Competitive,0,4
UT,2012,Dem,0,4
UT,2012,GOP,0,4
UT,2012,MajMin,0,4
UT,2012,Proportional,0,4
UT,2012,algorithmic-compact,0,4
UT,2012,current,0,4
UT,2016,Compact,1,3
UT,2016,Competitive,1,3
UT,2016,Dem,1,3
UT,2016,GOP,1,3
UT,2016,MajMin,1,3
UT,2016,Proportional,1,3
UT,2016,algorithmic-compact,1,3
UT,2016,current,1,3
VA,2008,Compact,5,6
VA,2008,Competitive,9,2
VA,2008,Dem,7,4
VA,2008,GOP,3,8
VA,2008,MajMin,6,5
VA,2008,Proportional,6,5
VA,2008,algorithmic-compact,6,5
VA,2008,current,6,5
VA,2012,Compact,5,6
VA,2012,Competitive,7,4
VA,2012,Dem,7,4
VA,2012,GOP,3,8
VA,2012,MajMin,5,6
VA,2012,Proportional,6,5
VA,2012,algorithmic-compact,5,6
VA,2012,current,5,6
VA,2016,Compact,5,6
VA,2016,Competitive,7,4
VA,2016,Dem,7,4
VA,2016,GOP,3,8
VA,2016,MajMin,5,6
VA,2016,Proportional,6,5
VA,2016,algorithmic-compact,5,6
VA,2016,current,5,6
VT,2008,Compact,1,0
VT,2008,Competitive,1,0
VT,2008,Dem,1,0
VT,2008,GOP,1,0
VT,2008,MajMin,1,0
VT,2008,Proportional,1,0
VT,2008,algorithmic-compact,1,0
VT,2008,current,1,0
VT,2012,Compact,1,0
VT,2012,Competitive,1,0
VT,2012,Dem,1,0
VT,2012,GOP,1,0
VT,2012,MajMin,1,0
VT,2012,Proportional,1,0
VT,2012,algorithmic-compact,1,0
VT,2012,current,1,0
VT,2016,Compact,1,0
VT,2016,Competitive,1,0
VT,2016,Dem,1,0
VT,2016,GOP,1,0
VT,2016,MajMin,1,0
VT,2016,Proportional,1,0
VT,2016,algorithmic-compact,1,0
VT,2016,current,1,0
WA,2008,Compact,8,2
WA,2008,Competitive,8,2
WA,2008,Dem,8,2
WA,2008,GOP,8,2
WA,2008,MajMin,8,2
WA,2008,Proportional,8,2
WA,2008,algorithmic-compact,8,2
WA,2008,current,8,2
WA,2012,Compact,7,3
WA,2012,Competitive,8,2
WA,2012,Dem,7,3
WA,2012,GOP,8,2
WA,2012,MajMin,7,3
WA,2012,Proportional,7,3
WA,2012,algorithmic-compact,7,3
WA,2012,current,7,3
WA,2016,Compact,7,3
WA,2016,Competitive,7,3
WA,2016,Dem,7,3
WA,2016,GOP,7,3
WA,2016,MajMin,7,3
WA,2016,Proportional,7,3
WA,2016,algorithmic-compact,7,3
WA,2016,current,7,3
WI,2008,Compact,7,1
WI,2008,Competitive,8,0
WI,2008,Dem,7,1
WI,2008,GOP,7,1
WI,2008,MajMin,7,1
WI,2008,Proportional,7,1
WI,2008,algorithmic-compact,6,2
WI,2008,current,6,2
WI,2012,Compact,5,3
WI,2012,Competitive,7,1
WI,2012,Dem,6,2
WI,2012,GOP,4,4
WI,2012,MajMin,4,4
WI,2012,Proportional,4,4
WI,2012,algorithmic-compact,3,5
WI,2012,current,3,5
WI,2016,Compact,2,6
WI,2016,Competitive,3,5
WI,2016,Dem,5,3
WI,2016,GOP,2,6
WI,2016,MajMin,2,6
WI,2016,Proportional,3,5
WI,2016,algorithmic-compact,2,6
WI,2016,current,2,6
WV,2008,Compact,0,3
WV,2008,Competitive,0,3
WV,2008,Dem,0,3
WV,2008,GOP,0,3
WV,2008,MajMin,0,3
WV,2008,Proportional,0,3
WV,2008,algorithmic-compact,0,3
WV,2008,current,0,3
WV,2012,Compact,0,3
WV,2012,Competitive,0,3
WV,2012,Dem,0,3
WV,2012,GOP,0,3
WV,2012,MajMin,0,3
WV,2012,Proportional,0,3
WV,2012,algorithmic-compact,0,3
WV,2012,current,0,3
WV,2016,Compact,0,3
WV,2016,Competitive,0,3
WV,2016,Dem,0,3
WV,2016,GOP,0,3
WV,2016,MajMin,0,3
WV,2016,Proportional,0,3
WV,2016,algorithmic-compact,0,3
WV,2016,current,0,3
WY,2008,Compact,0,1
WY,2008,Competitive,0,1
WY,2008,Dem,0,1
WY,2008,GOP,0,1
WY,2008,MajMin,0,1
WY,2008,Proportional,0,1
WY,2008,algorithmic-compact,0,1
WY,2008,current,0,1
WY,2012,Compact,0,1
WY,2012,Competitive,0,1
WY,2012,Dem,0,1
WY,2012,GOP,0,1
WY,2012,MajMin,0,1
WY,2012,Proportional,0,1
WY,2012,algorithmic-compact,0,1
WY,2012,current,0,1
WY,2016,Compact,0,1
WY,2016,Competitive,0,1
WY,2016,Dem,0,1
WY,2016,GOP,0,1
WY,2016,MajMin,0,1
WY,2016,Proportional,0,1
WY,2016,algorithmic-compact,0,1
WY,2016,current,0,1
